;;;;;;;;;;;;;;;;; 2 317 792 ;;;; 18 771 ;;;
key;Departure Date;Flight Number;Day_of_week;Sum_ASK;Sum_RPK;Sum_Revenues;Load factor;Yield;RASK;Month;SEASON;leg;Percentile_RASK_target;type;uplift_population;New Revenue;Rev Upside;;New RPK;RPK Upside;PAX Upside;Stage Length;;
LG-8858_Sun_H;08/04/2018;LG-8858;Sun;54460;51348;9789;0,942857143;19,06403365;17,9746603;4;H;VIE;18,20097319;NONE;NO;;;;;;;778;;
LG-8858_Mon_L;09/04/2018;LG-8858;Mon;54460;49014;7866;0,9;16,04847595;14,44362835;4;L;VIE;14,44362835;NONE;NO;;;;;;;778;;
LG-8858_Tue_L;10/04/2018;LG-8858;Tue;54460;52904;10924;0,971428571;20,64872221;20,05875872;4;L;VIE;14,43587747;NONE;NO;;;;;;;778;;
LG-8858_Wed_L;11/04/2018;LG-8858;Wed;54460;53682;10759;0,985714286;20,04209977;19,75578406;4;L;VIE;15,7500088;NONE;NO;;;;;;;778;;
LG-8858_Thu_L;12/04/2018;LG-8858;Thu;54460;54460;10188;1;18,70730812;18,70730812;4;L;VIE;17,67665871;NONE;NO;;;;;;;778;;
LG-8858_Fri_L;13/04/2018;LG-8858;Fri;54460;55238;9249;1;16,74390818;16,74390818;4;L;VIE;14,30570528;NONE;NO;;;;;;;778;;
LG-8858_Sat_H;14/04/2018;LG-8858;Sat;54460;54460;8355;1;15,34153507;15,34153507;4;H;VIE;10,15124572;NONE;NO;;;;;;;778;;
LG-8858_Sun_H;15/04/2018;LG-8858;Sun;54460;54460;12036;1;22,10062431;22,10062431;4;H;VIE;18,20097319;NONE;NO;;;;;;;778;;
LG-8858_Mon_L;16/04/2018;LG-8858;Mon;54460;56016;8985;1;16,04005998;16,04005998;4;L;VIE;14,44362835;NONE;NO;;;;;;;778;;
LG-8858_Tue_L;17/04/2018;LG-8858;Tue;51348;48236;7796;0,939393939;16,1622025;15,18267508;4;L;VIE;14,43587747;NONE;NO;;;;;;;778;;
LG-8858_Wed_L;18/04/2018;LG-8858;Wed;48236;49014;9095;1;18,5559228;18,5559228;4;L;VIE;15,7500088;NONE;NO;;;;;;;778;;
LG-8858_Thu_L;19/04/2018;LG-8858;Thu;51348;51348;10419;1;20,29095583;20,29095583;4;L;VIE;17,67665871;NONE;NO;;;;;;;778;;
LG-8858_Fri_L;20/04/2018;LG-8858;Fri;51348;32676;4622;0,636363636;14,14493818;9,001324297;4;L;VIE;14,30570528;NONE;NO;;;;;;;778;;
LG-8858_Sat_L;21/04/2018;LG-8858;Sat;54460;47458;5841;0,871428571;12,30772473;10,72530297;4;L;VIE;11,63807866;NONE;NO;;;;;;;778;;
LG-8858_Sun_L;22/04/2018;LG-8858;Sun;54460;54460;9759;1;17,919574;17,919574;4;L;VIE;17,90820897;NONE;NO;;;;;;;778;;
LG-8858_Mon_L;23/04/2018;LG-8858;Mon;54460;50570;7318;0,928571429;14,47103026;13,43738524;4;L;VIE;14,44362835;NONE;NO;;;;;;;778;;
LG-8858_Tue_L;24/04/2018;LG-8858;Tue;48236;42790;6858;0,887096774;16,02710914;14,21759682;4;L;VIE;14,43587747;NONE;NO;;;;;;;778;;
LG-8858_Wed_L;25/04/2018;LG-8858;Wed;48236;44346;8479;0,919354839;19,12010102;17,57815739;4;L;VIE;15,7500088;NONE;NO;;;;;;;778;;
LG-8858_Thu_L;26/04/2018;LG-8858;Thu;54460;51348;9941;0,942857143;19,36005297;18,25376423;4;L;VIE;17,67665871;NONE;NO;;;;;;;778;;
LG-8858_Fri_L;27/04/2018;LG-8858;Fri;48236;49792;9591;1;19,26213046;19,26213046;4;L;VIE;14,30570528;NONE;NO;;;;;;;778;;
LG-9411_Wed_L;03/01/2018;LG-9411;Wed;36608;8580;750;0,234375;8,741258741;2,048732517;1;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Thu_L;04/01/2018;LG-9411;Thu;36608;10868;877;0,296875;8,069562017;2,395651224;1;L;SCN-TXL;15,78302557;NONE;NO;;;;;;;572;;
LG-9411_Fri_L;05/01/2018;LG-9411;Fri;36608;12012;949;0,328125;7,9004329;2,592329545;1;L;SCN-TXL;10,7927229;NONE;NO;;;;;;;572;;
LG-9411_Sat_L;06/01/2018;LG-9411;Sat;36608;9724;931;0,265625;9,57424928;2,543159965;1;L;SCN-TXL;5,396361451;NONE;NO;;;;;;;572;;
LG-9411_Mon_L;08/01/2018;LG-9411;Mon;36608;28028;4530;0,765625;16,16240902;12,37434441;1;L;SCN-TXL;20,32957277;NONE;NO;;;;;;;572;;
LG-9411_Tue_L;09/01/2018;LG-9411;Tue;36608;20592;3471;0,5625;16,85606061;9,481534091;1;L;SCN-TXL;19,43291084;NONE;NO;;;;;;;572;;
LG-9411_Wed_L;10/01/2018;LG-9411;Wed;36608;29172;4293;0,796875;14,71616619;11,72694493;1;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Sat_L;13/01/2018;LG-9411;Sat;36608;10868;941;0,296875;8,658446816;2,570476399;1;L;SCN-TXL;5,396361451;NONE;NO;;;;;;;572;;
LG-9411_Mon_L;15/01/2018;LG-9411;Mon;34320;32032;6200;0,933333333;19,35564436;18,06526807;1;L;SCN-TXL;20,32957277;NONE;NO;;;;;;;572;;
LG-9411_Tue_L;16/01/2018;LG-9411;Tue;36608;35464;7114;0,96875;20,05977893;19,43291084;1;L;SCN-TXL;19,43291084;NONE;NO;;;;;;;572;;
LG-9411_Wed_L;17/01/2018;LG-9411;Wed;36608;29172;7102;0,796875;24,34526258;19,40013112;1;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Thu_L;18/01/2018;LG-9411;Thu;34320;28028;5227;0,816666667;18,64920793;15,23018648;1;L;SCN-TXL;15,78302557;NONE;NO;;;;;;;572;;
LG-9411_Fri_L;19/01/2018;LG-9411;Fri;36608;25168;3689;0,6875;14,65750159;10,07703234;1;L;SCN-TXL;10,7927229;NONE;NO;;;;;;;572;;
LG-9411_Mon_L;22/01/2018;LG-9411;Mon;34320;33176;6695;0,966666667;20,18025078;19,50757576;1;L;SCN-TXL;20,32957277;NONE;NO;;;;;;;572;;
LG-9411_Tue_L;23/01/2018;LG-9411;Tue;36608;26884;4971;0,734375;18,490552;13,57899913;1;L;SCN-TXL;19,43291084;NONE;NO;;;;;;;572;;
LG-9411_Wed_L;24/01/2018;LG-9411;Wed;36608;27456;5122;0,75;18,65530303;13,99147727;1;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Thu_L;25/01/2018;LG-9411;Thu;36608;19448;3421;0,53125;17,59049774;9,344951923;1;L;SCN-TXL;15,78302557;NONE;NO;;;;;;;572;;
LG-9411_Fri_L;26/01/2018;LG-9411;Fri;36608;25740;4213;0,703125;16,36752137;11,50841346;1;L;SCN-TXL;10,7927229;NONE;NO;;;;;;;572;;
LG-9411_Sat_L;27/01/2018;LG-9411;Sat;36608;18876;2361;0,515625;12,5079466;6,449409965;1;L;SCN-TXL;5,396361451;NONE;NO;;;;;;;572;;
LG-9411_Mon_L;29/01/2018;LG-9411;Mon;36608;32604;6928;0,890625;21,24892651;18,92482517;1;L;SCN-TXL;20,32957277;NONE;NO;;;;;;;572;;
LG-9411_Tue_L;30/01/2018;LG-9411;Tue;36608;32032;6233;0,875;19,45866633;17,02633304;1;L;SCN-TXL;19,43291084;NONE;NO;;;;;;;572;;
LG-9411_Wed_L;31/01/2018;LG-9411;Wed;36608;33176;7678;0,90625;23,14323607;20,97355769;1;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Thu_L;01/02/2018;LG-9411;Thu;36608;33748;6698;0,921875;19,84710205;18,2965472;2;L;SCN-TXL;15,78302557;NONE;NO;;;;;;;572;;
LG-9411_Sat_L;03/02/2018;LG-9411;Sat;36608;10868;954;0,296875;8,778064041;2,605987762;2;L;SCN-TXL;5,396361451;NONE;NO;;;;;;;572;;
LG-9411_Mon_L;05/02/2018;LG-9411;Mon;36608;30316;6823;0,828125;22,50626732;18,63800262;2;L;SCN-TXL;20,32957277;NONE;NO;;;;;;;572;;
LG-9411_Tue_L;06/02/2018;LG-9411;Tue;36608;23452;5117;0,640625;21,81903462;13,97781906;2;L;SCN-TXL;19,43291084;NONE;NO;;;;;;;572;;
LG-9411_Wed_L;07/02/2018;LG-9411;Wed;36608;15444;3436;0,421875;22,24812225;9,385926573;2;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Thu_L;08/02/2018;LG-9411;Thu;36608;18304;4102;0,5;22,4104021;11,20520105;2;L;SCN-TXL;15,78302557;NONE;NO;;;;;;;572;;
LG-9411_Fri_H;09/02/2018;LG-9411;Fri;36608;23452;3419;0,640625;14,57871397;9,339488636;2;H;SCN-TXL;8,608091128;NONE;NO;;;;;;;572;;
LG-9411_Sat_H;10/02/2018;LG-9411;Sat;36608;20592;2365;0,5625;11,48504274;6,460336538;2;H;SCN-TXL;5,065149694;NONE;NO;;;;;;;572;;
LG-9411_Mon_L;12/02/2018;LG-9411;Mon;32032;23452;4433;0,732142857;18,90243902;13,83928571;2;L;SCN-TXL;20,32957277;NONE;NO;;;;;;;572;;
LG-9411_Tue_L;13/02/2018;LG-9411;Tue;36608;31460;5389;0,859375;17,12968849;14,72082605;2;L;SCN-TXL;19,43291084;NONE;NO;;;;;;;572;;
LG-9411_Wed_L;14/02/2018;LG-9411;Wed;36608;26884;5719;0,734375;21,27287606;15,62226836;2;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Fri_L;16/02/2018;LG-9411;Fri;36608;24024;4490;0,65625;18,68964369;12,26507867;2;L;SCN-TXL;10,7927229;NONE;NO;;;;;;;572;;
LG-9411_Sat_L;17/02/2018;LG-9411;Sat;36608;17160;1650;0,46875;9,615384615;4,507211538;2;L;SCN-TXL;5,396361451;NONE;NO;;;;;;;572;;
LG-9411_Mon_L;19/02/2018;LG-9411;Mon;36608;36036;8345;0,984375;23,15739816;22,79556381;2;L;SCN-TXL;20,32957277;NONE;NO;;;;;;;572;;
LG-9411_Tue_L;20/02/2018;LG-9411;Tue;36608;30888;7801;0,84375;25,25576276;21,30954983;2;L;SCN-TXL;19,43291084;NONE;NO;;;;;;;572;;
LG-9411_Wed_L;21/02/2018;LG-9411;Wed;36608;36608;8905;1;24,32528409;24,32528409;2;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Thu_L;22/02/2018;LG-9411;Thu;36608;30316;6385;0,828125;21,06148568;17,44154283;2;L;SCN-TXL;15,78302557;NONE;NO;;;;;;;572;;
LG-9411_Sat_L;24/02/2018;LG-9411;Sat;36608;19448;2301;0,53125;11,8315508;6,285511364;2;L;SCN-TXL;5,396361451;NONE;NO;;;;;;;572;;
LG-9411_Mon_L;26/02/2018;LG-9411;Mon;36608;34320;9592;0,9375;27,94871795;26,20192308;2;L;SCN-TXL;20,32957277;NONE;NO;;;;;;;572;;
LG-9411_Tue_L;27/02/2018;LG-9411;Tue;36608;35464;9611;0,96875;27,10072186;26,2538243;2;L;SCN-TXL;19,43291084;NONE;NO;;;;;;;572;;
LG-9411_Wed_L;28/02/2018;LG-9411;Wed;36608;28028;7269;0,765625;25,93477951;19,85631556;2;L;SCN-TXL;19,85631556;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;01/03/2018;LG-9411;Thu;36608;29172;6818;0,796875;23,37172631;18,62434441;3;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_M;02/03/2018;LG-9411;Fri;36608;26884;4881;0,734375;18,15578039;13,33315122;3;M;SCN-TXL;12,4371722;NONE;NO;;;;;;;572;;
LG-9411_Sat_M;03/03/2018;LG-9411;Sat;40040;37180;5919;0,928571429;15,91984938;14,78271728;3;M;SCN-TXL;6,801791958;NONE;NO;;;;;;;572;;
LG-9411_Mon_M;05/03/2018;LG-9411;Mon;36608;33748;9556;0,921875;28,31575204;26,10358392;3;M;SCN-TXL;30,01256556;NONE;NO;;;;;;;572;;
LG-9411_Tue_M;06/03/2018;LG-9411;Tue;36608;26884;8602;0,734375;31,99672668;23,49759615;3;M;SCN-TXL;30,32260708;NONE;NO;;;;;;;572;;
LG-9411_Wed_M;07/03/2018;LG-9411;Wed;36608;34320;9536;0,9375;27,78554779;26,04895105;3;M;SCN-TXL;24,00053072;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;08/03/2018;LG-9411;Thu;36608;34320;8574;0,9375;24,98251748;23,42111014;3;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_M;09/03/2018;LG-9411;Fri;36036;17160;3865;0,476190476;22,52331002;10,72538573;3;M;SCN-TXL;12,4371722;NONE;NO;;;;;;;572;;
LG-9411_Mon_M;12/03/2018;LG-9411;Mon;36608;35464;10886;0,96875;30,69591699;29,73666958;3;M;SCN-TXL;30,01256556;NONE;NO;;;;;;;572;;
LG-9411_Tue_M;13/03/2018;LG-9411;Tue;36608;35464;11052;0,96875;31,16399729;30,19012238;3;M;SCN-TXL;30,32260708;NONE;NO;;;;;;;572;;
LG-9411_Wed_M;14/03/2018;LG-9411;Wed;36608;30316;8138;0,828125;26,84391081;22,23011364;3;M;SCN-TXL;24,00053072;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;15/03/2018;LG-9411;Thu;36608;35464;8807;0,96875;24,83363411;24,05758304;3;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_M;16/03/2018;LG-9411;Fri;36608;20592;4391;0,5625;21,32381507;11,99464598;3;M;SCN-TXL;12,4371722;NONE;NO;;;;;;;572;;
LG-9411_Sat_M;17/03/2018;LG-9411;Sat;36608;22880;2490;0,625;10,88286713;6,801791958;3;M;SCN-TXL;6,801791958;NONE;NO;;;;;;;572;;
LG-9411_Mon_M;19/03/2018;LG-9411;Mon;36608;33176;10987;0,90625;33,11731372;30,01256556;3;M;SCN-TXL;30,01256556;NONE;NO;;;;;;;572;;
LG-9411_Tue_M;20/03/2018;LG-9411;Tue;36608;34892;11246;0,953125;32,23088387;30,72006119;3;M;SCN-TXL;30,32260708;NONE;NO;;;;;;;572;;
LG-9411_Wed_M;21/03/2018;LG-9411;Wed;36608;20592;6542;0,5625;31,76961927;17,87041084;3;M;SCN-TXL;24,00053072;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;22/03/2018;LG-9411;Thu;36608;30888;7951;0,84375;25,74138824;21,71929633;3;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_H;23/03/2018;LG-9411;Fri;36608;18876;3062;0,515625;16,22165713;8,364291958;3;H;SCN-TXL;8,608091128;NONE;NO;;;;;;;572;;
LG-9411_Mon_M;26/03/2018;LG-9411;Mon;36608;31460;7331;0,859375;23,30260648;20,02567745;3;M;SCN-TXL;30,01256556;NONE;NO;;;;;;;572;;
LG-9411_Tue_M;27/03/2018;LG-9411;Tue;36608;26312;5888;0,71875;22,37762238;16,08391608;3;M;SCN-TXL;30,32260708;NONE;NO;;;;;;;572;;
LG-9411_Wed_M;28/03/2018;LG-9411;Wed;36608;13156;2954;0,359375;22,45363332;8,069274476;3;M;SCN-TXL;24,00053072;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;29/03/2018;LG-9411;Thu;36608;18304;2154;0,5;11,76791958;5,88395979;3;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_H;30/03/2018;LG-9411;Fri;36608;19448;2151;0,53125;11,06026327;5,87576486;3;H;SCN-TXL;8,608091128;NONE;NO;;;;;;;572;;
LG-9411_Sat_H;31/03/2018;LG-9411;Sat;36608;11440;1134;0,3125;9,912587413;3,097683566;3;H;SCN-TXL;5,065149694;NONE;NO;;;;;;;572;;
LG-9411_Mon_M;02/04/2018;LG-9411;Mon;36608;18304;1370;0,5;7,484702797;3,742351399;4;M;SCN-TXL;30,01256556;NONE;NO;;;;;;;572;;
LG-9411_Tue_M;03/04/2018;LG-9411;Tue;36608;26884;3394;0,734375;12,62460943;9,271197552;4;M;SCN-TXL;30,32260708;NONE;NO;;;;;;;572;;
LG-9411_Wed_M;04/04/2018;LG-9411;Wed;36608;21736;2577;0,59375;11,85590725;7,03944493;4;M;SCN-TXL;24,00053072;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;05/04/2018;LG-9411;Thu;36608;21164;3705;0,578125;17,50614251;10,12073864;4;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_H;06/04/2018;LG-9411;Fri;36608;12584;1409;0,34375;11,19675779;3,84888549;4;H;SCN-TXL;8,608091128;NONE;NO;;;;;;;572;;
LG-9411_Sat_H;07/04/2018;LG-9411;Sat;36608;10296;1027;0,28125;9,974747475;2,805397727;4;H;SCN-TXL;5,065149694;NONE;NO;;;;;;;572;;
LG-9411_Mon_M;09/04/2018;LG-9411;Mon;36608;36036;10987;0,984375;30,48895549;30,01256556;4;M;SCN-TXL;30,01256556;NONE;NO;;;;;;;572;;
LG-9411_Tue_M;10/04/2018;LG-9411;Tue;36608;28600;8860;0,78125;30,97902098;24,20236014;4;M;SCN-TXL;30,32260708;NONE;NO;;;;;;;572;;
LG-9411_Wed_M;11/04/2018;LG-9411;Wed;40040;37180;10168;0,928571429;27,34803658;25,39460539;4;M;SCN-TXL;24,00053072;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;12/04/2018;LG-9411;Thu;36608;32604;6791;0,890625;20,82873267;18,55059003;4;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_M;13/04/2018;LG-9411;Fri;36608;22308;4103;0,609375;18,39250493;11,20793269;4;M;SCN-TXL;12,4371722;NONE;NO;;;;;;;572;;
LG-9411_Sat_M;14/04/2018;LG-9411;Sat;36608;19448;2394;0,53125;12,30974907;6,539554196;4;M;SCN-TXL;6,801791958;NONE;NO;;;;;;;572;;
LG-9411_Mon_M;16/04/2018;LG-9411;Mon;34320;33748;10476;0,983333333;31,04183952;30,52447552;4;M;SCN-TXL;30,01256556;NONE;NO;;;;;;;572;;
LG-9411_Tue_M;17/04/2018;LG-9411;Tue;36608;35464;9299;0,96875;26,22095646;25,40155157;4;M;SCN-TXL;30,32260708;NONE;NO;;;;;;;572;;
LG-9411_Wed_M;18/04/2018;LG-9411;Wed;36608;32604;8616;0,890625;26,42620537;23,53583916;4;M;SCN-TXL;24,00053072;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;19/04/2018;LG-9411;Thu;36608;33748;6932;0,921875;20,54047647;18,93575175;4;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_M;20/04/2018;LG-9411;Fri;36608;28028;4607;0,765625;16,43713429;12,58468094;4;M;SCN-TXL;12,4371722;NONE;NO;;;;;;;572;;
LG-9411_Sat_M;21/04/2018;LG-9411;Sat;36608;17160;1944;0,46875;11,32867133;5,310314685;4;M;SCN-TXL;6,801791958;NONE;NO;;;;;;;572;;
LG-9411_Mon_M;23/04/2018;LG-9411;Mon;36608;36608;10644;1;29,07561189;29,07561189;4;M;SCN-TXL;30,01256556;NONE;NO;;;;;;;572;;
LG-9411_Tue_M;24/04/2018;LG-9411;Tue;36608;37752;11679;1;30,93610935;30,93610935;4;M;SCN-TXL;30,32260708;NONE;NO;;;;;;;572;;
LG-9411_Wed_M;25/04/2018;LG-9411;Wed;36608;29744;8344;0,8125;28,05271651;22,79283217;4;M;SCN-TXL;24,00053072;NONE;NO;;;;;;;572;;
LG-9411_Thu_M;26/04/2018;LG-9411;Thu;36608;33748;8890;0,921875;26,34230177;24,28430944;4;M;SCN-TXL;23,42111014;NONE;NO;;;;;;;572;;
LG-9411_Fri_M;27/04/2018;LG-9411;Fri;36608;24596;3601;0,671875;14,64059197;9,836647727;4;M;SCN-TXL;12,4371722;NONE;NO;;;;;;;572;;
LG-9412_Tue_H;02/01/2018;LG-9412;Tue;36608;7436;824;0,203125;11,08122647;2,250874126;1;H;TXL-SCN;2,250874126;NONE;NO;;;;;;;572;;
LG-9412_Wed_M;03/01/2018;LG-9412;Wed;36608;5720;346;0,15625;6,048951049;0,945148601;1;M;TXL-SCN;8,623798077;NONE;NO;;;;;;;572;;
LG-9412_Thu_M;04/01/2018;LG-9412;Thu;36608;7436;639;0,203125;8,593329747;1,745520105;1;M;TXL-SCN;11,34792941;NONE;NO;;;;;;;572;;
LG-9412_Fri_M;05/01/2018;LG-9412;Fri;36608;10868;866;0,296875;7,968347442;2,365603147;1;M;TXL-SCN;14,20864292;NONE;NO;;;;;;;572;;
LG-9412_Mon_L;08/01/2018;LG-9412;Mon;34320;18304;1377;0,533333333;7,522945804;4,012237762;1;L;TXL-SCN;9,411877185;NONE;NO;;;;;;;572;;
LG-9412_Tue_L;09/01/2018;LG-9412;Tue;36608;21736;2433;0,59375;11,19341185;6,646088287;1;L;TXL-SCN;8,896279502;NONE;NO;;;;;;;572;;
LG-9412_Wed_L;10/01/2018;LG-9412;Wed;36608;24024;2088;0,65625;8,691308691;5,703671329;1;L;TXL-SCN;5,812937063;NONE;NO;;;;;;;572;;
LG-9412_Thu_L;11/01/2018;LG-9412;Thu;36608;14300;1459;0,390625;10,2027972;3,985467657;1;L;TXL-SCN;9,219506455;NONE;NO;;;;;;;572;;
LG-9412_Fri_L;12/01/2018;LG-9412;Fri;36608;17732;1481;0,484375;8,352131739;4,045563811;1;L;TXL-SCN;7,921765734;NONE;NO;;;;;;;572;;
LG-9412_Mon_L;15/01/2018;LG-9412;Mon;36608;17160;1873;0,46875;10,91491841;5,116368007;1;L;TXL-SCN;9,411877185;NONE;NO;;;;;;;572;;
LG-9412_Tue_L;16/01/2018;LG-9412;Tue;36608;19448;1449;0,53125;7,450637598;3,958151224;1;L;TXL-SCN;8,896279502;NONE;NO;;;;;;;572;;
LG-9412_Wed_L;17/01/2018;LG-9412;Wed;36608;23452;2146;0,640625;9,150605492;5,862106643;1;L;TXL-SCN;5,812937063;NONE;NO;;;;;;;572;;
LG-9412_Thu_L;18/01/2018;LG-9412;Thu;36608;18876;1824;0,515625;9,663064209;4,982517483;1;L;TXL-SCN;9,219506455;NONE;NO;;;;;;;572;;
LG-9412_Fri_L;19/01/2018;LG-9412;Fri;36608;29172;2904;0,796875;9,954751131;7,932692308;1;L;TXL-SCN;7,921765734;NONE;NO;;;;;;;572;;
LG-9412_Sat_L;20/01/2018;LG-9412;Sat;36608;20020;1870;0,546875;9,340659341;5,108173077;1;L;TXL-SCN;8,220197771;NONE;NO;;;;;;;572;;
LG-9412_Mon_L;22/01/2018;LG-9412;Mon;36608;30316;3409;0,828125;11,24488719;9,312172203;1;L;TXL-SCN;9,411877185;NONE;NO;;;;;;;572;;
LG-9412_Tue_L;23/01/2018;LG-9412;Tue;36608;28028;3248;0,765625;11,58841159;8,872377622;1;L;TXL-SCN;8,896279502;NONE;NO;;;;;;;572;;
LG-9412_Wed_L;24/01/2018;LG-9412;Wed;36608;35464;4600;0,96875;12,97090007;12,56555944;1;L;TXL-SCN;5,812937063;NONE;NO;;;;;;;572;;
LG-9412_Thu_L;25/01/2018;LG-9412;Thu;36608;31460;4605;0,859375;14,63763509;12,57921766;1;L;TXL-SCN;9,219506455;NONE;NO;;;;;;;572;;
LG-9412_Fri_L;26/01/2018;LG-9412;Fri;36608;28600;3175;0,78125;11,1013986;8,672967657;1;L;TXL-SCN;7,921765734;NONE;NO;;;;;;;572;;
LG-9412_Sat_L;27/01/2018;LG-9412;Sat;36608;20592;1855;0,5625;9,008352758;5,067198427;1;L;TXL-SCN;8,220197771;NONE;NO;;;;;;;572;;
LG-9412_Mon_L;29/01/2018;LG-9412;Mon;36608;21736;2372;0,59375;10,91277144;6,479458042;1;L;TXL-SCN;9,411877185;NONE;NO;;;;;;;572;;
LG-9412_Tue_L;30/01/2018;LG-9412;Tue;36608;25168;3283;0,6875;13,04434202;8,96798514;1;L;TXL-SCN;8,896279502;NONE;NO;;;;;;;572;;
LG-9412_Wed_L;31/01/2018;LG-9412;Wed;36608;19448;1502;0,53125;7,723159194;4,102928322;1;L;TXL-SCN;5,812937063;NONE;NO;;;;;;;572;;
LG-9412_Thu_L;01/02/2018;LG-9412;Thu;36608;22880;2820;0,625;12,32517483;7,703234266;2;L;TXL-SCN;9,219506455;NONE;NO;;;;;;;572;;
LG-9412_Fri_L;02/02/2018;LG-9412;Fri;36608;21736;2059;0,59375;9,472764078;5,624453671;2;L;TXL-SCN;7,921765734;NONE;NO;;;;;;;572;;
LG-9412_Sat_L;03/02/2018;LG-9412;Sat;36608;25740;3249;0,703125;12,62237762;8,875109266;2;L;TXL-SCN;8,220197771;NONE;NO;;;;;;;572;;
LG-9412_Mon_L;05/02/2018;LG-9412;Mon;34320;21164;2799;0,616666667;13,22528823;8,155594406;2;L;TXL-SCN;9,411877185;NONE;NO;;;;;;;572;;
LG-9412_Tue_L;06/02/2018;LG-9412;Tue;36608;14300;2087;0,390625;14,59440559;5,700939685;2;L;TXL-SCN;8,896279502;NONE;NO;;;;;;;572;;
LG-9412_Wed_L;07/02/2018;LG-9412;Wed;36608;14872;1488;0,40625;10,00537924;4,064685315;2;L;TXL-SCN;5,812937063;NONE;NO;;;;;;;572;;
LG-9412_Thu_L;08/02/2018;LG-9412;Thu;36608;16016;2116;0,4375;13,21178821;5,780157343;2;L;TXL-SCN;9,219506455;NONE;NO;;;;;;;572;;
LG-9412_Fri_L;09/02/2018;LG-9412;Fri;36608;17732;1955;0,484375;11,02526506;5,340362762;2;L;TXL-SCN;7,921765734;NONE;NO;;;;;;;572;;
LG-9412_Sat_L;10/02/2018;LG-9412;Sat;36608;20020;2290;0,546875;11,43856144;6,255463287;2;L;TXL-SCN;8,220197771;NONE;NO;;;;;;;572;;
LG-9412_Mon_L;12/02/2018;LG-9412;Mon;34320;12012;885;0,35;7,367632368;2,578671329;2;L;TXL-SCN;9,411877185;NONE;NO;;;;;;;572;;
LG-9412_Tue_L;13/02/2018;LG-9412;Tue;36608;14872;1732;0,40625;11,64604626;4,731206294;2;L;TXL-SCN;8,896279502;NONE;NO;;;;;;;572;;
LG-9412_Wed_L;14/02/2018;LG-9412;Wed;36608;19448;1896;0,53125;9,749074455;5,179195804;2;L;TXL-SCN;5,812937063;NONE;NO;;;;;;;572;;
LG-9412_Thu_L;15/02/2018;LG-9412;Thu;29744;23452;2891;0,788461538;12,32730684;9,719607316;2;L;TXL-SCN;9,219506455;NONE;NO;;;;;;;572;;
LG-9412_Fri_L;16/02/2018;LG-9412;Fri;36608;23452;2292;0,640625;9,773153676;6,260926573;2;L;TXL-SCN;7,921765734;NONE;NO;;;;;;;572;;
LG-9412_Sat_H;17/02/2018;LG-9412;Sat;36608;20020;2452;0,546875;12,24775225;6,69798951;2;H;TXL-SCN;5,601234703;NONE;NO;;;;;;;572;;
LG-9412_Mon_L;19/02/2018;LG-9412;Mon;36608;28028;3865;0,765625;13,78978165;10,55780157;2;L;TXL-SCN;9,411877185;NONE;NO;;;;;;;572;;
LG-9412_Tue_L;20/02/2018;LG-9412;Tue;36608;26312;3188;0,71875;12,11614472;8,708479021;2;L;TXL-SCN;8,896279502;NONE;NO;;;;;;;572;;
LG-9412_Wed_L;21/02/2018;LG-9412;Wed;36608;21164;2122;0,578125;10,02646003;5,796547203;2;L;TXL-SCN;5,812937063;NONE;NO;;;;;;;572;;
LG-9412_Thu_L;22/02/2018;LG-9412;Thu;36608;30316;3192;0,828125;10,52909355;8,719405594;2;L;TXL-SCN;9,219506455;NONE;NO;;;;;;;572;;
